run_id,arm,game_id,verdict,n_derivations,usd_agreed,usd_spread,actions_agreed,actions_spread,usd_per_action,derivations,turns_run_level,turns_decisions,turns_billed_calls,scorecard_total_actions,note
bare_cc-ar25-claude-haiku-4-5-20251001-55ea5593,bare_cc,ar25-0c556536,AGREE(known-defect),2,0.0250082,2.0000000000228169e-07,1,1,0.0250082,capability_spectrum|pilot_ledger,1,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-ar25-claude-haiku-4-5-20251001-5d725cbe,bare_cc,ar25-0c556536,AGREE(known-defect),2,0.8605424999999999,4.999999998478444e-07,30,1,0.028684749999999995,capability_spectrum|pilot_ledger,40,40,40,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-ar25-claude-haiku-4-5-20251001-76390591,bare_cc,ar25-0c556536,AGREE(known-defect),2,1.6462546000000005,3.9999999956741306e-07,67,1,0.024570964179104485,capability_spectrum|pilot_ledger,75,75,75,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-ar25-claude-haiku-4-5-20251001-9d5fb85d,bare_cc,ar25-0c556536,AGREE(known-defect),2,1.2161602,2.0000000011677344e-07,45,1,0.02702578222222222,capability_spectrum|pilot_ledger,55,55,55,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-ar25-claude-haiku-4-5-20251001-af4a5bb6,bare_cc,ar25-0c556536,AGREE(known-defect),2,1.0238363,2.9999999995311555e-07,34,1,0.030112832352941175,capability_spectrum|pilot_ledger,44,44,44,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-ar25-claude-haiku-4-5-20251001-cfc26bc8,bare_cc,ar25-0c556536,AGREE(known-defect),2,0.8628260999999997,9.999999972531981e-08,28,1,0.030815217857142845,capability_spectrum|pilot_ledger,38,38,38,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-ar25-claude-haiku-4-5-20251001-d396aabd,bare_cc,ar25-0c556536,AGREE(known-defect),2,0.9256133,2.9999999995311555e-07,34,1,0.027223920588235292,capability_spectrum|pilot_ledger,44,44,44,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-ar25-claude-haiku-4-5-20251001-d919fde0,bare_cc,ar25-0c556536,AGREE(known-defect),2,0.6689327,2.9999999995311555e-07,22,1,0.03040603181818182,capability_spectrum|pilot_ledger,32,32,32,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-ar25-claude-haiku-4-5-20251001-f5de007d,bare_cc,ar25-0c556536,AGREE(known-defect),2,0.7337572000000001,2.0000000011677344e-07,25,1,0.029350288000000006,capability_spectrum|pilot_ledger,35,35,35,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-ar25-claude-opus-5-2f8b6919,bare_cc,ar25-0c556536,AGREE(known-defect),3,1.300445,0.0,7,1,0.18577785714285716,capability_spectrum|pilot_ledger|pilot_rollup,17,17,17,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-ar25-claude-sonnet-5-fe359600,bare_cc,ar25-0c556536,AGREE(known-defect),3,0.08226570000000001,2.999999999947489e-07,0,1,,capability_spectrum|pilot_ledger|pilot_rollup,1,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-043feb9c,bare_cc,g50t-5849a774,AGREE(known-defect),2,0.8596549999999997,2.220446049250313e-16,25,1,0.03438619999999999,capability_spectrum|pilot_ledger,35,35,35,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-04530b38,bare_cc,g50t-5849a774,AGREE(known-defect),2,1.2605979,1.0000000005838672e-07,40,1,0.0315149475,capability_spectrum|pilot_ledger,50,50,50,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-069d86f8,bare_cc,g50t-5849a774,AGREE(known-defect),2,0.0249662,2.0000000000228169e-07,0,1,,capability_spectrum|pilot_ledger,1,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-16527b65,bare_cc,g50t-5849a774,AGREE(known-defect),2,0.27191020000000005,2.0000000006126228e-07,8,1,0.033988775000000006,capability_spectrum|pilot_ledger,11,11,11,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-29065be4,bare_cc,g50t-5849a774,UNCORROBORATED,1,0.0,0.0,0,0,,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-2d998733,bare_cc,g50t-5849a774,AGREE(known-defect),2,1.4944547000000001,2.9999999995311555e-07,48,1,0.03113447291666667,capability_spectrum|pilot_ledger,58,58,58,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-337b8fc5,bare_cc,g50t-5849a774,AGREE(known-defect),2,1.4834290999999995,9.99999993922529e-08,42,1,0.035319740476190464,capability_spectrum|pilot_ledger,52,52,52,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-52bd4daf,bare_cc,g50t-5849a774,AGREE(known-defect),2,2.2998609999999995,4.440892098500626e-16,73,1,0.031504945205479445,capability_spectrum|pilot_ledger,83,83,83,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-5de89c63,bare_cc,g50t-5849a774,AGREE(known-defect),2,0.7638789000000001,9.999999983634211e-08,22,1,0.034721768181818186,capability_spectrum|pilot_ledger,32,32,32,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-63e7bdd8,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.1468159999999998,0.0,30,0,0.038227199999999996,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-6b04826e,bare_cc,g50t-5849a774,AGREE(known-defect),2,0.23122020000000001,2.0000000000575113e-07,8,1,0.028902525000000002,capability_spectrum|pilot_ledger,11,11,11,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-7272ff90,bare_cc,g50t-5849a774,AGREE(known-defect),2,1.4755041999999998,1.9999999989472883e-07,51,1,0.02893145490196078,capability_spectrum|pilot_ledger,61,61,61,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-7d3c6dcc,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.3595460000000001,0.0,30,0,0.0453182,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-7f0e5671,bare_cc,g50t-5849a774,AGREE(known-defect),2,0.6317754000000001,4.0000000012252457e-07,17,1,0.037163258823529416,capability_spectrum|pilot_ledger,27,27,27,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-7fadf62f,bare_cc,g50t-5849a774,AGREE(known-defect),2,1.7295680000000007,6.661338147750939e-16,56,1,0.030885142857142868,capability_spectrum|pilot_ledger,66,66,66,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-84d307e7,bare_cc,g50t-5849a774,AGREE(known-defect),2,1.1035642,2.0000000011677344e-07,41,1,0.0269162,capability_spectrum|pilot_ledger,51,51,51,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-9f9f839a,bare_cc,g50t-5849a774,AGREE(known-defect),2,1.8091030999999995,9.999999961429751e-08,58,1,0.031191432758620682,capability_spectrum|pilot_ledger,68,68,68,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-a7959a24,bare_cc,g50t-5849a774,AGREE(known-defect),2,1.7036367000000003,2.9999999973107094e-07,52,1,0.03276224423076924,capability_spectrum|pilot_ledger,62,62,62,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-bfcd3f8f,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.127674,0.0,30,0,0.03758913333333334,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-cfa3d49e,bare_cc,g50t-5849a774,AGREE(known-defect),3,0.45078270000000004,2.9999999995311555e-07,14,1,0.03219876428571429,capability_spectrum|pilot_ledger|pilot_rollup,20,20,20,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-d706111e,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.0675,0.0,30,0,0.03558333333333333,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-opus-5-6a39afc2,bare_cc,g50t-5849a774,UNCORROBORATED,1,3.441054,0.0,30,0,0.11470179999999999,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-opus-5-f60e48af,bare_cc,g50t-5849a774,AGREE(known-defect),3,1.4917540000000002,2.220446049250313e-16,14,1,0.10655385714285716,capability_spectrum|pilot_ledger|pilot_rollup,20,20,20,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-sonnet-5-3345f981,bare_cc,g50t-5849a774,AGREE(known-defect),3,0.18255929999999998,2.999999999808711e-07,2,1,0.09127964999999999,capability_spectrum|pilot_ledger|pilot_rollup,3,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-sonnet-5-733ed586,bare_cc,g50t-5849a774,UNCORROBORATED,1,3.9981785999999997,0.0,30,0,0.13327261999999998,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-sonnet-5-ddabe772,bare_cc,g50t-5849a774,AGREE(known-defect),3,1.6357593,2.9999999995311555e-07,13,1,0.12582763846153847,capability_spectrum|pilot_ledger|pilot_rollup,20,20,24,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-03cd6ff0,bare_cc,sk48-d8078629,AGREE(known-defect),2,0.2050054,4.0000000001150227e-07,4,1,0.05125135,capability_spectrum|pilot_ledger,7,,7,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-1d80fcad,bare_cc,sk48-d8078629,AGREE(known-defect),2,0.9698254000000002,4.0000000012252457e-07,27,1,0.03591945925925927,capability_spectrum|pilot_ledger,37,37,37,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-25f22de6,bare_cc,sk48-d8078629,AGREE(known-defect),2,0.6277411,1.0000000005838672e-07,12,1,0.05231175833333334,capability_spectrum|pilot_ledger,22,22,22,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-36c386d1,bare_cc,sk48-d8078629,AGREE(known-defect),2,0.0455717,3.000000000016878e-07,2,1,0.02278585,capability_spectrum|pilot_ledger,2,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-3d65bcca,bare_cc,sk48-d8078629,AGREE(known-defect),2,0.2558082,2.0000000000575113e-07,6,1,0.0426347,capability_spectrum|pilot_ledger,9,9,9,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-548bff8c,bare_cc,sk48-d8078629,AGREE(known-defect),2,1.0719811,9.999999983634211e-08,22,1,0.04872641363636363,capability_spectrum|pilot_ledger,32,32,32,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-64c11385,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.389694,0.0,27,0,0.05147014814814815,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-773cb2e4,bare_cc,sk48-d8078629,AGREE(known-defect),2,1.1568303999999998,3.9999999978945766e-07,27,1,0.042845570370370366,capability_spectrum|pilot_ledger,37,37,37,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-83d7707d,bare_cc,sk48-d8078629,AGREE(known-defect),2,0.9556426000000001,3.9999999990047996e-07,23,1,0.04154967826086957,capability_spectrum|pilot_ledger,33,33,33,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-89edd132,bare_cc,sk48-d8078629,AGREE(known-defect),2,1.1512274000000002,4.0000000023354687e-07,29,1,0.039697496551724144,capability_spectrum|pilot_ledger,39,39,39,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-8b35a824,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.3440570000000003,0.0,28,0,0.048002035714285726,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-8d1d4ff7,bare_cc,sk48-d8078629,AGREE(known-defect),2,0.5979828,2.0000000000575113e-07,9,1,0.06644253333333333,capability_spectrum|pilot_ledger,19,19,19,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-90d0e95e,bare_cc,sk48-d8078629,AGREE(known-defect),3,0.5984182999999998,2.9999999984209325e-07,15,1,0.039894553333333325,capability_spectrum|pilot_ledger|pilot_rollup,20,20,20,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-93e72f11,bare_cc,sk48-d8078629,AGREE(known-defect),2,1.3347935999999998,4.0000000023354687e-07,33,1,0.040448290909090905,capability_spectrum|pilot_ledger,43,43,43,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-9782af92,bare_cc,sk48-d8078629,AGREE(known-defect),2,0.5930238,2.0000000000575113e-07,15,1,0.03953492,capability_spectrum|pilot_ledger,25,25,25,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-a6ec50e6,bare_cc,sk48-d8078629,AGREE(known-defect),2,1.3966465000000001,5.00000000069889e-07,38,1,0.0367538552631579,capability_spectrum|pilot_ledger,48,48,48,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-b3e5c758,bare_cc,sk48-d8078629,AGREE(known-defect),2,0.153397,0.0,4,1,0.03834925,capability_spectrum|pilot_ledger,5,,5,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-d6290d5e,bare_cc,sk48-d8078629,AGREE(known-defect),2,1.0243722000000002,2.0000000011677344e-07,27,1,0.037939711111111114,capability_spectrum|pilot_ledger,37,37,37,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-d671e3d4,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.3137889999999997,0.0,26,0,0.05053034615384614,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-e24d9150,bare_cc,sk48-d8078629,AGREE(known-defect),2,1.0527208000000003,1.9999999967268423e-07,25,1,0.04210883200000001,capability_spectrum|pilot_ledger,35,35,35,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-opus-5-42705d3c,bare_cc,sk48-d8078629,AGREE(known-defect),3,1.5623339999999997,2.220446049250313e-16,14,1,0.11159528571428569,capability_spectrum|pilot_ledger|pilot_rollup,20,20,20,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-opus-5-ddd63c48,bare_cc,sk48-d8078629,UNCORROBORATED,1,3.604284,0.0,26,0,0.1386263076923077,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-sk48-claude-sonnet-5-70d92713,bare_cc,sk48-d8078629,UNCORROBORATED,1,4.1174278,0.0,23,0,0.1790186,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-sk48-claude-sonnet-5-9022a076,bare_cc,sk48-d8078629,AGREE(known-defect),3,0.6080658,2.0000000000575113e-07,2,1,0.3040329,capability_spectrum|pilot_ledger|pilot_rollup,7,,10,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-sonnet-5-95c42cfd,bare_cc,sk48-d8078629,AGREE(known-defect),3,0.10029869999999999,3.000000000086267e-07,0,1,,capability_spectrum|pilot_ledger|pilot_rollup,1,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-041aca5a,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,1.0948499999999999,0.0,24,0,0.04561874999999999,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-0da9ce88,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.5228437,2.9999999995311555e-07,12,1,0.043570308333333335,capability_spectrum|pilot_ledger,22,22,22,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-175097e6,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.603747,0.0,15,1,0.0402498,capability_spectrum|pilot_ledger,25,25,25,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-1b9b5309,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.041391500000000005,4.999999999935612e-07,1,1,0.041391500000000005,capability_spectrum|pilot_ledger,2,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-298cb7a7,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.22476919999999997,1.9999999997799556e-07,7,1,0.03210988571428571,capability_spectrum|pilot_ledger,9,9,9,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-305d6d31,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.5422267,3.0000000006413785e-07,14,1,0.03873047857142857,capability_spectrum|pilot_ledger,24,24,24,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-3a033821,bare_cc,tn36-ef4dde99,AGREE(known-defect),3,0.4557195000000001,5.000000001254001e-07,13,1,0.03505534615384616,capability_spectrum|pilot_ledger|pilot_rollup,20,20,20,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-4ace40c9,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.4981535,4.999999999588667e-07,12,1,0.04151279166666667,capability_spectrum|pilot_ledger,22,22,22,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-5486ec81,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.7049784999999998,4.999999998478444e-07,18,1,0.03916547222222221,capability_spectrum|pilot_ledger,28,28,28,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-54a86b1b,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,1.0126804999999999,0.0,23,0,0.04402958695652173,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-57508a3f,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.6766963999999999,3.9999999990047996e-07,17,1,0.03980567058823529,capability_spectrum|pilot_ledger,27,27,27,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-5d3c12a0,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.7777188999999999,1.0000000016940902e-07,22,1,0.035350859090909084,capability_spectrum|pilot_ledger,32,32,32,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-68c8d8a7,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.2689506,4.0000000001150227e-07,10,1,0.02689506,capability_spectrum|pilot_ledger,13,13,13,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
