run_id,arm,game_id,verdict,n_derivations,usd_agreed,usd_spread,actions_agreed,actions_spread,usd_per_action,derivations,turns_run_level,turns_decisions,turns_billed_calls,scorecard_total_actions,note
bare_cc-g50t-claude-haiku-4-5-20251001-2d998733,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.494455,0.0,49,0,0.030499081632653063,capability_spectrum,58,58,58,,only capability_spectrum covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-337b8fc5,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.483429,0.0,43,0,0.03449834883720931,capability_spectrum,52,52,52,,only capability_spectrum covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-52bd4daf,bare_cc,g50t-5849a774,UNCORROBORATED,1,2.299861,0.0,74,0,0.031079202702702702,capability_spectrum,83,83,83,,only capability_spectrum covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-5de89c63,bare_cc,g50t-5849a774,UNCORROBORATED,1,0.763879,0.0,23,0,0.033212130434782605,capability_spectrum,32,32,32,,only capability_spectrum covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-63e7bdd8,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.1468159999999998,0.0,30,0,0.038227199999999996,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-6b04826e,bare_cc,g50t-5849a774,UNCORROBORATED,1,0.23122,0.0,9,0,0.025691111111111112,capability_spectrum,11,11,11,,only capability_spectrum covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-7272ff90,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.475504,0.0,52,0,0.028375076923076923,capability_spectrum,61,61,61,,only capability_spectrum covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-7d3c6dcc,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.3595460000000001,0.0,30,0,0.0453182,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-7f0e5671,bare_cc,g50t-5849a774,UNCORROBORATED,1,0.631775,0.0,18,0,0.03509861111111111,capability_spectrum,27,27,27,,only capability_spectrum covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-7fadf62f,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.729568,0.0,57,0,0.030343298245614034,capability_spectrum,66,66,66,,only capability_spectrum covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-84d307e7,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.103564,0.0,42,0,0.026275333333333335,capability_spectrum,51,51,51,,only capability_spectrum covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-9f9f839a,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.809103,0.0,59,0,0.030662762711864404,capability_spectrum,68,68,68,,only capability_spectrum covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-a7959a24,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.703637,0.0,53,0,0.03214409433962264,capability_spectrum,62,62,62,,only capability_spectrum covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-bfcd3f8f,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.127674,0.0,30,0,0.03758913333333334,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-haiku-4-5-20251001-cfa3d49e,bare_cc,g50t-5849a774,AGREE(known-defect),3,0.45078270000000004,2.9999999995311555e-07,14,1,0.03219876428571429,capability_spectrum|pilot_ledger|pilot_rollup,20,20,20,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-haiku-4-5-20251001-d706111e,bare_cc,g50t-5849a774,UNCORROBORATED,1,1.0675,0.0,30,0,0.03558333333333333,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-opus-5-6a39afc2,bare_cc,g50t-5849a774,UNCORROBORATED,1,3.441054,0.0,30,0,0.11470179999999999,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-opus-5-f60e48af,bare_cc,g50t-5849a774,AGREE(known-defect),3,1.4917540000000002,2.220446049250313e-16,14,1,0.10655385714285716,capability_spectrum|pilot_ledger|pilot_rollup,20,20,20,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-sonnet-5-3345f981,bare_cc,g50t-5849a774,AGREE(known-defect),3,0.18255929999999998,2.999999999808711e-07,2,1,0.09127964999999999,capability_spectrum|pilot_ledger|pilot_rollup,3,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-g50t-claude-sonnet-5-733ed586,bare_cc,g50t-5849a774,UNCORROBORATED,1,3.9981785999999997,0.0,30,0,0.13327261999999998,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-g50t-claude-sonnet-5-ddabe772,bare_cc,g50t-5849a774,AGREE(known-defect),3,1.6357593,2.9999999995311555e-07,13,1,0.12582763846153847,capability_spectrum|pilot_ledger|pilot_rollup,20,20,24,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-03cd6ff0,bare_cc,sk48-d8078629,UNCORROBORATED,1,0.205005,0.0,5,0,0.041000999999999996,capability_spectrum,7,,7,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-1d80fcad,bare_cc,sk48-d8078629,UNCORROBORATED,1,0.969825,0.0,28,0,0.03463660714285714,capability_spectrum,37,37,37,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-25f22de6,bare_cc,sk48-d8078629,UNCORROBORATED,1,0.627741,0.0,13,0,0.04828776923076923,capability_spectrum,22,22,22,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-36c386d1,bare_cc,sk48-d8078629,AGREE(known-defect),2,0.0455717,3.000000000016878e-07,2,1,0.02278585,capability_spectrum|pilot_ledger,2,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-3d65bcca,bare_cc,sk48-d8078629,UNCORROBORATED,1,0.255808,0.0,7,0,0.036544,capability_spectrum,9,9,9,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-548bff8c,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.071981,0.0,23,0,0.0466078695652174,capability_spectrum,32,32,32,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-64c11385,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.389694,0.0,27,0,0.05147014814814815,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-773cb2e4,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.15683,0.0,28,0,0.04131535714285715,capability_spectrum,37,37,37,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-83d7707d,bare_cc,sk48-d8078629,UNCORROBORATED,1,0.955643,0.0,24,0,0.039818458333333334,capability_spectrum,33,33,33,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-89edd132,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.151227,0.0,30,0,0.038374233333333334,capability_spectrum,39,39,39,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-8b35a824,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.3440570000000003,0.0,28,0,0.048002035714285726,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-8d1d4ff7,bare_cc,sk48-d8078629,UNCORROBORATED,1,0.597983,0.0,10,0,0.059798300000000006,capability_spectrum,19,19,19,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-90d0e95e,bare_cc,sk48-d8078629,AGREE(known-defect),3,0.5984182999999998,2.9999999984209325e-07,15,1,0.039894553333333325,capability_spectrum|pilot_ledger|pilot_rollup,20,20,20,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-93e72f11,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.334794,0.0,34,0,0.03925864705882353,capability_spectrum,43,43,43,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-9782af92,bare_cc,sk48-d8078629,UNCORROBORATED,1,0.593024,0.0,16,0,0.037064,capability_spectrum,25,25,25,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-a6ec50e6,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.396646,0.0,39,0,0.0358114358974359,capability_spectrum,48,48,48,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-b3e5c758,bare_cc,sk48-d8078629,AGREE(known-defect),2,0.153397,0.0,4,1,0.03834925,capability_spectrum|pilot_ledger,5,,5,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-haiku-4-5-20251001-d6290d5e,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.024372,0.0,28,0,0.03658471428571429,capability_spectrum,37,37,37,,only capability_spectrum covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-d671e3d4,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.3137889999999997,0.0,26,0,0.05053034615384614,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-sk48-claude-haiku-4-5-20251001-e24d9150,bare_cc,sk48-d8078629,UNCORROBORATED,1,1.052721,0.0,26,0,0.04048926923076923,capability_spectrum,35,35,35,,only capability_spectrum covers this run
bare_cc-sk48-claude-opus-5-42705d3c,bare_cc,sk48-d8078629,AGREE(known-defect),3,1.5623339999999997,2.220446049250313e-16,14,1,0.11159528571428569,capability_spectrum|pilot_ledger|pilot_rollup,20,20,20,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-opus-5-ddd63c48,bare_cc,sk48-d8078629,UNCORROBORATED,1,3.604284,0.0,26,0,0.1386263076923077,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-sk48-claude-sonnet-5-70d92713,bare_cc,sk48-d8078629,UNCORROBORATED,1,4.1174278,0.0,23,0,0.1790186,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-sk48-claude-sonnet-5-9022a076,bare_cc,sk48-d8078629,AGREE(known-defect),3,0.6080658,2.0000000000575113e-07,2,1,0.3040329,capability_spectrum|pilot_ledger|pilot_rollup,7,,10,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-sk48-claude-sonnet-5-95c42cfd,bare_cc,sk48-d8078629,AGREE(known-defect),3,0.10029869999999999,3.000000000086267e-07,0,1,,capability_spectrum|pilot_ledger|pilot_rollup,1,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-041aca5a,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,1.0948499999999999,0.0,24,0,0.04561874999999999,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-0da9ce88,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.522844,0.0,13,0,0.04021876923076923,capability_spectrum,22,22,22,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-175097e6,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.603747,0.0,16,0,0.0377341875,capability_spectrum,25,25,25,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-1b9b5309,bare_cc,tn36-ef4dde99,AGREE(known-defect),2,0.041391500000000005,4.999999999935612e-07,1,1,0.041391500000000005,capability_spectrum|pilot_ledger,2,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-298cb7a7,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.224769,0.0,8,0,0.028096125,capability_spectrum,9,9,9,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-305d6d31,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.542227,0.0,15,0,0.03614846666666667,capability_spectrum,24,24,24,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-3a033821,bare_cc,tn36-ef4dde99,AGREE(known-defect),3,0.4557195000000001,5.000000001254001e-07,13,1,0.03505534615384616,capability_spectrum|pilot_ledger|pilot_rollup,20,20,20,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-haiku-4-5-20251001-4ace40c9,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.498154,0.0,13,0,0.03831953846153846,capability_spectrum,22,22,22,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-5486ec81,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.704978,0.0,19,0,0.0371041052631579,capability_spectrum,28,28,28,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-54a86b1b,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,1.0126804999999999,0.0,23,0,0.04402958695652173,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-57508a3f,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.676696,0.0,18,0,0.03759422222222222,capability_spectrum,27,27,27,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-5d3c12a0,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.777719,0.0,23,0,0.03381386956521739,capability_spectrum,32,32,32,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-68c8d8a7,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.268951,0.0,11,0,0.024450090909090907,capability_spectrum,13,13,13,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-6ac78438,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,1.051029,0.0,33,0,0.031849363636363634,capability_spectrum,42,42,42,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-72c36e10,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,1.039319,0.0,24,0,0.04330495833333334,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-9aaeab54,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.487683,0.0,13,0,0.03751407692307692,capability_spectrum,22,22,22,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-a34b4342,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.991563,0.0,33,0,0.030047363636363636,capability_spectrum,42,42,42,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-b46a97c0,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.519073,0.0,13,0,0.03992869230769231,capability_spectrum,22,22,22,,only capability_spectrum covers this run
bare_cc-tn36-claude-haiku-4-5-20251001-f1a94c99,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,0.900049,0.0,31,0,0.02903383870967742,capability_spectrum,40,40,40,,only capability_spectrum covers this run
bare_cc-tn36-claude-opus-5-914490bf,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,1.1306729999999998,0.0,0,0,,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-tn36-claude-opus-5-96d23ad9,bare_cc,tn36-ef4dde99,AGREE(known-defect),3,0.750876,0.0,0,1,,capability_spectrum|pilot_ledger|pilot_rollup,10,10,10,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
bare_cc-tn36-claude-sonnet-5-21a1a163,bare_cc,tn36-ef4dde99,UNCORROBORATED,1,3.5416061999999995,0.0,12,0,0.29513385,pilot_ledger,,,,,only pilot_ledger covers this run
bare_cc-tn36-claude-sonnet-5-3f3ac227,bare_cc,tn36-ef4dde99,AGREE(known-defect),3,0.1813323,3.000000000086267e-07,0,1,,capability_spectrum|pilot_ledger|pilot_rollup,3,,,,RESET_IN_DENOMINATOR: counts the successful RESET as an action; proxy/SCORING.md:60-62 says total_actions counts successful non-RESET commands
20260728T012311Z-g50t-first-contact-aborted,theoria,,UNCORROBORATED,1,1.307727,0.0,5,0,0.26154540000000004,theoria_manifest,,,,,only theoria_manifest covers this run
20260728T014402Z-g50t-first-contact-aborted,theoria,,UNCORROBORATED,1,0.730485,0.0,6,0,0.12174750000000001,theoria_manifest,,,,,only theoria_manifest covers this run
r-b526769a14ef47e0,theoria,g50t-5849a774,UNCORROBORATED,1,6.317658,0.0,7,0,0.9025225714285714,theoria_manifest,,,,7,only theoria_manifest covers this run
r-c54354d4988f485a,theoria,,UNCORROBORATED,1,0.0,0.0,0,0,,theoria_manifest,,,,,only theoria_manifest covers this run
